# source_api_id	status	crystal_refs	notes
browser.go::func::New	mapped	src/rod/browser.cr,spec/browser_parity_spec.cr,spec/browser_pages_parity_spec.cr,spec/browser_page_creation_parity_spec.cr,spec/browser_incognito_parity_spec.cr,spec/browser_wait_download_parity_spec.cr,spec/browser_each_event_parity_spec.cr,spec/browser_clear_states_parity_spec.cr	mapped from port inventory status=ported; browser API parity covered
lib/proto/network.go::struct::NetworkWebSocketFrameReceived	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebSocketFrameSent	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebSocketHandshakeResponseReceived	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebSocketRequest	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebSocketResponse	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebSocketWillSendHandshakeRequest	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebTransportClosed	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebTransportConnectionEstablished	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::struct::NetworkWebTransportCreated	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkAlternateProtocolUsage	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkAuthChallengeResponseResponse	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkAuthChallengeSource	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkBlockedReason	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCertificateTransparencyCompliance	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkConnectionType	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkContentEncoding	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkContentSecurityPolicySource	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCookieBlockedReason	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCookieExemptionReason	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCookiePriority	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCookieSameSite	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCookieSourceScheme	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCorsError	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCrossOriginEmbedderPolicyValue	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkCrossOriginOpenerPolicyValue	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkErrorReason	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkHeaders	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkIPAddressSpace	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkInitiatorType	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkInterceptionID	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkInterceptionStage	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkLoaderID	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkPrivateNetworkRequestPolicy	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkReportID	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkReportStatus	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkRequestID	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkRequestReferrerPolicy	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkResourcePriority	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkResourceType	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkServiceWorkerResponseSource	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkServiceWorkerRouterSource	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkSetCookieBlockedReason	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkSignedExchangeErrorField	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkTrustTokenOperationDoneStatus	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkTrustTokenOperationType	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/network.go::type::NetworkTrustTokenParamsRefreshPolicy	mapped	src/cdp/network/events.cr,src/cdp/network/network.cr,src/cdp/network/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayColorFormatHex	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayColorFormatHsl	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayColorFormatHwb	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayColorFormatRgb	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayContrastAlgorithmAa	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayContrastAlgorithmAaa	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayContrastAlgorithmApca	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayInspectModeCaptureAreaScreenshot	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayInspectModeNone	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayInspectModeSearchForNode	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayInspectModeSearchForUAShadowDOM	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayInspectModeShowDistances	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayLineStylePatternDashed	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::const::OverlayLineStylePatternDotted	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayDisable.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayDisable.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayEnable.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayEnable.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayGetGridHighlightObjectsForTest.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayGetGridHighlightObjectsForTest.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayGetHighlightObjectForTest.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayGetHighlightObjectForTest.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayGetSourceOrderHighlightObjectForTest.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayGetSourceOrderHighlightObjectForTest.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHideHighlight.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHideHighlight.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightFrame.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightFrame.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightNode.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightNode.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightQuad.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightQuad.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightRect.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightRect.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightSourceOrder.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayHighlightSourceOrder.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayInspectModeCanceled.ProtoEvent	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayInspectNodeRequested.ProtoEvent	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayNodeHighlightRequested.ProtoEvent	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlayScreenshotRequested.ProtoEvent	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetInspectMode.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetInspectMode.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetPausedInDebuggerMessage.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetPausedInDebuggerMessage.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowAdHighlights.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowAdHighlights.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowContainerQueryOverlays.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowContainerQueryOverlays.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowDebugBorders.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowDebugBorders.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowFPSCounter.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowFPSCounter.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowFlexOverlays.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowFlexOverlays.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowGridOverlays.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowGridOverlays.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowHinge.Call	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/overlay.go::method::OverlaySetShowHinge.ProtoReq	mapped	src/cdp/overlay/events.cr,src/cdp/overlay/overlay.cr,src/cdp/overlay/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
